,Country,ISO 3166-1 alpha-3,Year,Total,Coal,Oil,Gas,Cement,Flaring,Other,Per Capita
266,Afghanistan,AFG,2016,9.067598,2.878736,5.794097,0.318639,0.076126,0.0,,0.261795
267,Afghanistan,AFG,2017,9.867969,3.447824,6.074912,0.300448,0.044785,0.0,,0.276852
268,Afghanistan,AFG,2018,10.818048,3.8472,6.620848,0.29312,0.05688,0.0,,0.294876
269,Afghanistan,AFG,2019,11.081621,3.954767,6.842956,0.245569,0.038329,0.0,,0.293401
270,Afghanistan,AFG,2020,11.681766,4.150072,7.219776,0.251244,0.060674,0.0,,0.299746
271,Afghanistan,AFG,2021,11.874211,4.203536,7.41957,0.238847,0.012259,0.0,,0.296119
538,Albania,ALB,2016,4.631977,0.190528,3.359888,0.161216,0.88047,0.039875,,1.607732
539,Albania,ALB,2017,5.564149,0.274609,4.078863,0.168427,1.011492,0.030757,,1.932429
540,Albania,ALB,2018,4.984045,0.472656,3.330576,0.150224,1.016733,0.013856,,1.732368
541,Albania,ALB,2019,4.947485,0.322432,3.440496,0.131904,1.048179,0.004474,,1.721533
542,Albania,ALB,2020,4.728559,0.331439,3.217576,0.131178,1.048179,0.000188,,1.649392
543,Albania,ALB,2021,4.619109,0.174413,3.246273,0.150245,1.048179,0.0,,1.618066
810,Algeria,DZA,2016,158.748363,0.0,54.626576,78.677072,9.371843,16.072872,,3.935325
811,Algeria,DZA,2017,166.411374,0.795088,55.30808,82.352064,11.406257,16.549884,,4.045341
812,Algeria,DZA,2018,173.911594,1.330002,54.922121,88.886635,12.381661,16.391175,,4.147961
813,Algeria,DZA,2019,179.504831,1.095512,59.157648,91.24992,11.028039,16.973712,,4.203332
814,Algeria,DZA,2020,172.504477,1.098537,54.540075,88.30831,11.028039,17.529515,,3.970031
815,Algeria,DZA,2021,176.26907,1.095536,56.020598,92.791955,11.028039,15.332942,,3.989977
1082,Andorra,AND,2016,0.468992,0.0,0.468992,0.0,0.0,0.0,,6.465288
1083,Andorra,AND,2017,0.465328,0.0,0.465328,0.0,0.0,0.0,,6.302098
1084,Andorra,AND,2018,0.49464,0.0,0.49464,0.0,0.0,0.0,,6.594057
1085,Andorra,AND,2019,0.479984,0.0,0.479984,0.0,0.0,0.0,,6.287204
1086,Andorra,AND,2020,0.448884,0.0,0.448884,0.0,0.0,0.0,,5.777148
1087,Andorra,AND,2021,0.452888,0.0,0.452888,0.0,0.0,0.0,,5.730292
1354,Angola,AGO,2016,27.209697,0.0,15.916416,1.494912,1.499598,8.298771,,0.933285
1355,Angola,AGO,2017,24.30409,0.0,14.591862,1.571657,0.995857,7.144714,,0.804541
1356,Angola,AGO,2018,22.779499,0.0,14.873711,1.608266,1.046231,5.251291,,0.728395
1357,Angola,AGO,2019,21.818019,0.0,13.893888,2.429232,1.12373,4.371169,,0.674362
1358,Angola,AGO,2020,20.275732,0.0,13.103288,2.539976,1.12373,3.508738,,0.606541
1359,Angola,AGO,2021,21.362717,0.0,13.901716,2.951298,1.12373,3.385974,,0.619141
1626,Anguilla,AIA,2016,0.153888,0.0,0.153888,0.0,0.0,0.0,,10.388713
1627,Anguilla,AIA,2017,0.142896,0.0,0.142896,0.0,0.0,0.0,,9.516883
1628,Anguilla,AIA,2018,0.142896,0.0,0.142896,0.0,0.0,0.0,,9.412819
1629,Anguilla,AIA,2019,0.153888,0.0,0.153888,0.0,0.0,0.0,,10.005722
1630,Anguilla,AIA,2020,0.13139,0.0,0.13139,0.0,0.0,0.0,,8.430535
1631,Anguilla,AIA,2021,0.144744,0.0,0.144744,0.0,0.0,0.0,,9.188354
1898,Antarctica,ATA,2016,0.0,,,,,,,0.0
1899,Antarctica,ATA,2017,0.0,,,,,,,0.0
1900,Antarctica,ATA,2018,0.0,,,,,,,0.0
1901,Antarctica,ATA,2019,0.0,,,,,,,0.0
1902,Antarctica,ATA,2020,0.0,,,,,,,0.0
1903,Antarctica,ATA,2021,0.0,,,,,,,0.0
2170,Antigua and Barbuda,ATG,2016,0.490976,0.0,0.490976,0.0,0.0,0.0,,5.421315
2171,Antigua and Barbuda,ATG,2017,0.490976,0.0,0.490976,0.0,0.0,0.0,,5.388294
2172,Antigua and Barbuda,ATG,2018,0.498304,0.0,0.498304,0.0,0.0,0.0,,5.438456
2173,Antigua and Barbuda,ATG,2019,0.498304,0.0,0.498304,0.0,0.0,0.0,,5.409468
2174,Antigua and Barbuda,ATG,2020,0.425453,0.0,0.425453,0.0,0.0,0.0,,4.591351
2175,Antigua and Barbuda,ATG,2021,0.468695,0.0,0.468695,0.0,0.0,0.0,,5.027895
2442,Argentina,ARG,2016,189.920431,4.191696,84.55575,96.302759,4.029,0.841225,,4.349166
2443,Argentina,ARG,2017,186.898875,4.279469,80.855575,96.441927,4.36209,0.959815,,4.242436
2444,Argentina,ARG,2018,180.599336,4.356408,74.392351,96.123096,4.368692,1.358789,,4.066307
2445,Argentina,ARG,2019,178.511615,2.14344,74.848192,95.608416,4.140926,1.77064,,3.989486
2446,Argentina,ARG,2020,169.262697,2.64246,70.912696,90.21251,3.508472,1.986558,,3.758384
2447,Argentina,ARG,2021,186.448284,4.816141,80.30911,94.327529,4.670734,2.32477,,4.117967
2714,Armenia,ARM,2016,5.203013,0.003667,0.806652,4.238592,0.154102,0.0,,1.815531
2715,Armenia,ARM,2017,5.540153,0.003666,0.868948,4.462069,0.205469,0.0,,1.942603
2716,Armenia,ARM,2018,5.825786,0.003664,0.828064,4.678928,0.31513,0.0,,2.053823
2717,Armenia,ARM,2019,6.28411,0.010992,1.04424,4.887776,0.341102,0.0,,2.227932
2718,Armenia,ARM,2020,6.430661,0.010839,0.919696,5.159024,0.341102,0.0,,2.292074
2719,Armenia,ARM,2021,6.806045,0.012484,0.991559,5.460901,0.341102,0.0,,2.438591
2986,Aruba,ABW,2016,0.883024,0.0,0.883024,0.0,0.0,0.0,,8.419856
2987,Aruba,ABW,2017,0.890352,0.0,0.890352,0.0,0.0,0.0,,8.444238
2988,Aruba,ABW,2018,0.872032,0.0,0.872032,0.0,0.0,0.0,,8.229667
2989,Aruba,ABW,2019,0.912336,0.0,0.912336,0.0,0.0,0.0,,8.571203
2990,Aruba,ABW,2020,0.778954,0.0,0.778954,0.0,0.0,0.0,,7.308293
2991,Aruba,ABW,2021,0.858126,0.0,0.858126,0.0,0.0,0.0,,8.054722
3258,Australia,AUS,2016,411.264288,179.549565,137.374951,75.054759,2.930855,12.439911,3.914247,16.997412
3259,Australia,AUS,2017,414.358312,176.906195,139.460823,76.211806,3.019062,14.86143,3.898995,16.850455
3260,Australia,AUS,2018,416.283827,169.370489,143.712379,79.434749,2.941785,16.925628,3.898798,16.665199
3261,Australia,AUS,2019,416.356588,164.471156,143.084851,81.693703,3.039547,20.199247,3.868084,16.419679
3262,Australia,AUS,2020,399.922128,156.143134,135.476298,84.471564,2.820162,17.272753,3.738217,15.579327
3263,Australia,AUS,2021,391.187411,150.958384,139.155751,77.242144,2.820162,17.272753,3.738217,15.091473
3530,Austria,AUT,2016,67.210743,13.334845,34.109843,16.736951,1.729,0.131251,1.168854,7.693109
3531,Austria,AUT,2017,69.592825,14.023157,34.546345,17.974629,1.710389,0.138247,1.200058,7.910526
3532,Austria,AUT,2018,66.55718,12.295195,34.08512,17.019492,1.826656,0.127248,1.203469,7.528656
3533,Austria,AUT,2019,67.936185,13.005251,34.087326,17.792615,1.770523,0.118253,1.162217,7.650523
3534,Austria,AUT,2020,62.037447,11.393343,30.712898,16.876937,1.821123,0.10925,1.123897,6.964414
3535,Austria,AUT,2021,64.625588,12.269229,31.462607,17.839483,1.821123,0.10925,1.123897,7.24333
3802,Azerbaijan,AZE,2016,34.727333,0.003664,12.138832,21.50768,0.726161,0.350996,,3.481001
3803,Azerbaijan,AZE,2017,34.607041,0.003664,12.497904,20.892128,0.92892,0.284425,,3.436113
3804,Azerbaijan,AZE,2018,34.575818,0.003664,11.83472,21.284176,1.082954,0.370304,,3.405638
3805,Azerbaijan,AZE,2019,37.737892,0.003664,12.097433,24.121592,1.096472,0.418732,,3.687951
3806,Azerbaijan,AZE,2020,37.508016,0.003674,10.848232,25.305594,1.096472,0.254044,,3.646883
3807,Azerbaijan,AZE,2021,38.492804,0.003664,11.110517,26.029329,1.096472,0.252822,,3.732457
4074,Bahamas,BHS,2016,1.97856,0.003671,1.974889,0.0,0.0,0.0,,4.996666
4075,Bahamas,BHS,2017,2.095808,0.00367,2.092138,0.0,0.0,0.0,,5.252388
4076,Bahamas,BHS,2018,2.700368,0.003664,2.696704,0.0,0.0,0.0,,6.718904
4077,Bahamas,BHS,2019,2.535488,0.003664,2.531824,0.0,0.0,0.0,,6.26732
4078,Bahamas,BHS,2020,2.166673,0.004997,2.161677,0.0,0.0,0.0,,5.33045
4079,Bahamas,BHS,2021,2.386463,0.005078,2.381386,0.0,0.0,0.0,,5.850522
4346,Bahrain,BHR,2016,31.55951,0.0,3.711632,27.172224,0.485473,0.190181,,22.388014
4347,Bahrain,BHR,2017,32.835192,0.0,4.078032,27.989296,0.520399,0.247464,,22.538732
4348,Bahrain,BHR,2018,32.787139,0.0,3.678656,28.406992,0.558818,0.142673,,22.044145
4349,Bahrain,BHR,2019,37.813682,0.0,3.748272,33.129888,0.6147,0.320822,,25.307178
4350,Bahrain,BHR,2020,37.60275,0.0,3.464196,33.079873,0.6147,0.443981,,25.450788
4351,Bahrain,BHR,2021,39.016088,0.0,3.550339,34.595877,0.6147,0.255172,,26.66372
4618,Bangladesh,BGD,2016,76.193544,6.074912,15.436432,53.54936,1.106557,0.026282,,0.476852
4619,Bangladesh,BGD,2017,80.731155,7.151838,18.707624,53.664429,1.195082,0.012182,,0.498975
4620,Bangladesh,BGD,2018,82.493721,8.17837,19.584851,53.379254,1.332295,0.01895,,0.503982
4621,Bangladesh,BGD,2019,91.657423,15.003548,16.780525,58.372777,1.473934,0.02664,,0.553767
4622,Bangladesh,BGD,2020,90.8253,16.948182,15.923472,56.451812,1.473934,0.027899,,0.542497
4623,Bangladesh,BGD,2021,93.175944,14.852834,18.057137,58.74329,1.473934,0.048748,,0.550177
4890,Barbados,BRB,2016,1.323656,0.0,1.179808,0.040304,0.070568,0.032976,,4.750262
4891,Barbados,BRB,2017,1.206408,0.0,1.066224,0.043968,0.070568,0.025648,,4.321146
4892,Barbados,BRB,2018,1.286847,0.0,1.142788,0.055118,0.070568,0.018373,,4.601008
4893,Barbados,BRB,2019,1.177096,0.0,1.040576,0.047632,0.070568,0.01832,,4.201212
4894,Barbados,BRB,2020,1.021586,0.0,0.888446,0.044253,0.070568,0.01832,,3.639515
4895,Barbados,BRB,2021,1.125301,0.0,0.978746,0.057667,0.070568,0.01832,,4.001781
5162,Belarus,BLR,2016,58.134483,3.691613,17.313199,33.884933,2.206055,0.006063,1.032619,5.988239
5163,Belarus,BLR,2017,59.262285,3.882261,17.344519,34.64908,2.227168,0.006106,1.153151,6.104557
5164,Belarus,BLR,2018,62.094328,3.962831,18.177857,36.750504,2.163325,0.006284,1.033528,6.404399
5165,Belarus,BLR,2019,62.039493,4.099648,18.036537,36.627932,2.276054,0.006333,0.992988,6.413033
5166,Belarus,BLR,2020,58.592041,3.777468,17.900204,33.632754,2.302394,0.006232,0.972988,6.081962
5167,Belarus,BLR,2021,59.602457,3.281815,16.98652,36.052508,2.302394,0.006232,0.972988,6.222741
5434,Belgium,BEL,2016,99.601625,13.543486,47.093541,34.375252,2.4358,0.078277,2.075269,8.80119
5435,Belgium,BEL,2017,99.126283,13.308096,46.333138,35.030255,2.291409,0.09894,2.064445,8.707135
5436,Belgium,BEL,2018,99.873631,13.366943,45.714012,36.098185,2.534383,0.121246,2.038862,8.723658
5437,Belgium,BEL,2019,99.432619,13.192232,45.243127,36.199212,2.819306,0.116104,1.862638,8.638376
5438,Belgium,BEL,2020,90.368008,10.651276,39.498344,35.856444,2.634278,0.101449,1.626217,7.816141
5439,Belgium,BEL,2021,95.722285,11.015942,44.567181,35.777219,2.634278,0.101449,1.626217,8.243806
5706,Belize,BLZ,2016,0.62288,0.0,0.619194,0.003686,0.0,0.0,,1.695774
5707,Belize,BLZ,2017,0.615552,0.0,0.611888,0.003664,0.0,0.0,,1.642817
5708,Belize,BLZ,2018,0.60456,0.0,0.600896,0.003664,0.0,0.0,,1.582344
5709,Belize,BLZ,2019,0.707152,0.0,0.707152,0.0,0.0,0.0,,1.817428
5710,Belize,BLZ,2020,0.614674,0.0,0.613226,0.0,0.0,0.001448,,1.556447
5711,Belize,BLZ,2021,0.689321,0.0,0.684527,0.0,0.0,0.004794,,1.72317
5978,Benin,BEN,2016,6.494014,0.212512,6.067584,0.003664,0.210254,0.0,,0.576729
5979,Benin,BEN,2017,6.804151,0.201624,6.316319,0.073318,0.21289,0.0,,0.586728
5980,Benin,BEN,2018,7.434497,0.0,7.005568,0.03664,0.392289,0.0,,0.622619
5981,Benin,BEN,2019,7.144053,0.271136,6.379024,0.106256,0.387637,0.0,,0.581269
5982,Benin,BEN,2020,7.263804,0.245894,6.516549,0.113724,0.387637,0.0,,0.574526
5983,Benin,BEN,2021,7.755815,0.28435,6.960807,0.123021,0.387637,0.0,,0.596744
6250,Bermuda,BMU,2016,0.619216,0.0,0.619216,0.0,0.0,0.0,,9.818228
6251,Bermuda,BMU,2017,0.630208,0.0,0.630208,0.0,0.0,0.0,,9.959826
6252,Bermuda,BMU,2018,0.703488,0.0,0.703488,0.0,0.0,0.0,,11.066178
6253,Bermuda,BMU,2019,0.582576,0.0,0.582576,0.0,0.0,0.0,,9.129568
6254,Bermuda,BMU,2020,0.497405,0.0,0.497405,0.0,0.0,0.0,,7.768184
6255,Bermuda,BMU,2021,0.54796,0.0,0.54796,0.0,0.0,0.0,,8.537196
6522,Bhutan,BTN,2016,1.152628,0.312419,0.481493,0.0,0.358716,0.0,,1.537328
6523,Bhutan,BTN,2017,1.239223,0.381056,0.516624,0.0,0.341543,0.0,,1.638922
6524,Bhutan,BTN,2018,1.349379,0.423885,0.566397,0.0,0.359097,0.0,,1.770616
6525,Bhutan,BTN,2019,1.447063,0.42136,0.571584,0.0,0.454119,0.0,,1.885524
6526,Bhutan,BTN,2020,1.499693,0.442315,0.603259,0.0,0.454119,0.0,,1.941335
6527,Bhutan,BTN,2021,1.522086,0.448014,0.619953,0.0,0.454119,0.0,,1.957702
6794,"Bonaire, Saint Eustatius and Saba",BES,2016,0.102592,0.0,0.102592,0.0,0.0,0.0,,4.316029
6795,"Bonaire, Saint Eustatius and Saba",BES,2017,0.102592,0.0,0.102592,0.0,0.0,0.0,,4.210457
6796,"Bonaire, Saint Eustatius and Saba",BES,2018,0.098928,0.0,0.098928,0.0,0.0,0.0,,3.961874
6797,"Bonaire, Saint Eustatius and Saba",BES,2019,0.10992,0.0,0.10992,0.0,0.0,0.0,,4.298788
6798,"Bonaire, Saint Eustatius and Saba",BES,2020,0.09385,0.0,0.09385,0.0,0.0,0.0,,3.588496
6799,"Bonaire, Saint Eustatius and Saba",BES,2021,0.103389,0.0,0.103389,0.0,0.0,0.0,,3.871365
7066,Bosnia and Herzegovina,BIH,2016,21.730408,16.150912,4.83648,0.42136,0.321656,0.0,,6.242601
7067,Bosnia and Herzegovina,BIH,2017,22.156174,16.458688,4.89144,0.458,0.348046,0.0,,6.440698
7068,Bosnia and Herzegovina,BIH,2018,22.075036,16.600674,4.639394,0.454411,0.380556,0.0,,6.492411
7069,Bosnia and Herzegovina,BIH,2019,20.810377,15.33384,4.682592,0.428688,0.365257,0.0,,6.192254
7070,Bosnia and Herzegovina,BIH,2020,20.932949,15.762171,4.379193,0.426328,0.365257,0.0,,6.308132
7071,Bosnia and Herzegovina,BIH,2021,13.566311,8.294507,4.41825,0.488297,0.365257,0.0,,4.147523
7338,Botswana,BWA,2016,6.348201,3.57034,2.772048,0.0,0.005812,0.0,,2.698588
7339,Botswana,BWA,2017,7.077332,4.253904,2.817616,0.0,0.005812,0.0,,2.946629
7340,Botswana,BWA,2018,7.504259,4.623968,2.879904,0.0,0.000387,0.0,,3.061203
7341,Botswana,BWA,2019,6.782064,3.860278,2.921786,0.0,0.0,0.0,,2.713149
7342,Botswana,BWA,2020,6.258589,3.467812,2.790778,0.0,0.0,0.0,,2.457817
7343,Botswana,BWA,2021,6.499919,3.653634,2.846285,0.0,0.0,0.0,,2.51115
7610,Brazil,BRA,2016,492.748,63.831218,312.939113,69.665669,22.415,17.505,6.392,2.382041
7611,Brazil,BRA,2017,497.412678,67.321878,316.425222,70.68779,19.080788,17.505,6.392,2.385616
7612,Brazil,BRA,2018,477.10213,65.840737,300.605153,67.417072,19.342169,17.505,6.392,2.270114
7613,Brazil,BRA,2019,475.104581,61.887745,302.333585,67.121321,19.86493,17.505,6.392,2.243357
7614,Brazil,BRA,2020,442.306003,56.240806,281.089414,59.026096,22.052686,17.505,6.392,2.074642
7615,Brazil,BRA,2021,488.88107,68.229888,296.986854,75.974385,23.792942,17.505,6.392,2.281014
7882,British Virgin Islands,VGB,2016,0.212512,0.0,0.212512,0.0,0.0,0.0,,7.145903
7883,British Virgin Islands,VGB,2017,0.168544,0.0,0.168544,0.0,0.0,0.0,,5.606919
7884,British Virgin Islands,VGB,2018,0.161216,0.0,0.161216,0.0,0.0,0.0,,5.314521
7885,British Virgin Islands,VGB,2019,0.168544,0.0,0.168544,0.0,0.0,0.0,,5.506174
7886,British Virgin Islands,VGB,2020,0.143903,0.0,0.143903,0.0,0.0,0.0,,4.655555
7887,British Virgin Islands,VGB,2021,0.158529,0.0,0.158529,0.0,0.0,0.0,,5.093802
8154,Brunei Darussalam,BRN,2016,7.632904,0.0,1.803499,5.340849,0.0,0.488556,,17.917867
8155,Brunei Darussalam,BRN,2017,9.309383,0.0,1.927264,6.822368,0.0,0.559751,,21.635841
8156,Brunei Darussalam,BRN,2018,9.344423,0.0,1.90599,7.026506,0.0,0.411927,,21.517344
8157,Brunei Darussalam,BRN,2019,10.487509,0.362736,3.576064,5.97232,0.0,0.576389,,23.941461
8158,Brunei Darussalam,BRN,2020,10.553166,0.380776,3.774237,6.112356,0.0,0.285798,,23.890806
8159,Brunei Darussalam,BRN,2021,10.480519,0.385681,3.878683,5.810752,0.0,0.405403,,23.532003
8426,Bulgaria,BGR,2016,45.48431,24.1565,12.067898,5.938794,1.194109,0.81291,1.314099,6.277183
8427,Bulgaria,BGR,2017,47.569757,25.793896,12.338317,6.038602,1.239304,0.877462,1.282177,6.623075
8428,Bulgaria,BGR,2018,43.616065,22.089263,12.555814,5.781013,1.223503,0.711454,1.25502,6.128063
8429,Bulgaria,BGR,2019,42.255765,20.767134,13.091638,5.244746,1.1271,0.827004,1.198143,5.991574
8430,Bulgaria,BGR,2020,36.967113,16.597579,12.141451,5.36171,1.065905,0.684223,1.116245,5.296774
8431,Bulgaria,BGR,2021,42.56021,20.853566,12.778482,6.06179,1.065905,0.684223,1.116245,6.180805
8698,Burkina Faso,BFA,2016,3.903988,0.0,3.264624,0.0,0.639364,0.0,,0.202536
8699,Burkina Faso,BFA,2017,4.519039,0.0,3.821552,0.0,0.697487,0.0,,0.227822
8700,Burkina Faso,BFA,2018,4.94786,0.0,4.180624,0.0,0.767236,0.0,,0.242629
8701,Burkina Faso,BFA,2019,5.29633,0.0,4.443845,0.0,0.852485,0.0,,0.252788
8702,Burkina Faso,BFA,2020,5.388991,0.0,4.536506,0.0,0.852485,0.0,,0.250387
8703,Burkina Faso,BFA,2021,5.698262,0.0,4.845777,0.0,0.852485,0.0,,0.257832
8970,Burundi,BDI,2016,0.467437,0.040304,0.388384,0.0,0.038749,0.0,,0.042871
8971,Burundi,BDI,2017,0.530397,0.021984,0.490976,0.0,0.017437,0.0,,0.047545
8972,Burundi,BDI,2018,0.683828,0.018223,0.626856,0.0,0.038749,0.0,,0.059497
8973,Burundi,BDI,2019,0.717894,0.047632,0.6412,0.0,0.029062,0.0,,0.060455
8974,Burundi,BDI,2020,0.657129,0.046479,0.581588,0.0,0.029062,0.0,,0.053774
8975,Burundi,BDI,2021,0.692908,0.049964,0.613882,0.0,0.029062,0.0,,0.055206
9242,Cambodia,KHM,2016,10.921712,3.055776,6.444976,0.0,1.42096,0.0,,0.699008
9243,Cambodia,KHM,2017,12.504842,3.612704,6.591536,0.0,2.300602,0.0,,0.789911
9244,Cambodia,KHM,2018,14.388181,3.839872,7.232736,0.0,3.315573,0.0,,0.897845
9245,Cambodia,KHM,2019,18.024641,4.418784,8.28064,0.0,5.325217,0.0,,1.1121
9246,Cambodia,KHM,2020,18.703284,4.638542,8.739525,0.0,5.325217,0.0,,1.140663
9247,Cambodia,KHM,2021,19.028598,4.698298,8.981376,0.0,5.325217,0.023707,,1.14706
9514,Canada,CAN,2016,560.525313,73.497136,256.234514,208.265201,6.114245,14.134506,2.279709,15.521199
9515,Canada,CAN,2017,571.544619,72.688193,260.403026,214.581205,6.827239,14.834711,2.210246,15.635476
9516,Canada,CAN,2018,584.369116,60.795568,266.964272,231.980501,6.914762,15.549502,2.164511,15.778726
9517,Canada,CAN,2019,584.714184,58.325705,269.32597,231.962485,7.125179,15.827711,2.147135,15.582994
9518,Canada,CAN,2020,534.863824,48.034995,238.378466,223.719402,6.624708,16.056983,2.049271,14.116709
9519,Canada,CAN,2021,545.634517,43.86208,241.659653,235.381822,6.624708,16.056983,2.049271,14.300468
9786,Cape Verde,CPV,2016,0.538608,0.0,0.538608,0.0,0.0,0.0,,0.964566
9787,Cape Verde,CPV,2017,0.578912,0.0,0.578912,0.0,0.0,0.0,,1.024706
9788,Cape Verde,CPV,2018,0.582576,0.0,0.582576,0.0,0.0,0.0,,1.019912
9789,Cape Verde,CPV,2019,0.611888,0.0,0.611888,0.0,0.0,0.0,,1.060409
9790,Cape Verde,CPV,2020,0.62508,0.0,0.62508,0.0,0.0,0.0,,1.07284
9791,Cape Verde,CPV,2021,0.667694,0.0,0.667694,0.0,0.0,0.0,,1.135678
10058,Central African Republic,CAF,2016,0.197856,0.0,0.197856,0.0,0.0,0.0,,0.040344
10059,Central African Republic,CAF,2017,0.216176,0.0,0.216176,0.0,0.0,0.0,,0.043263
10060,Central African Republic,CAF,2018,0.21984,0.0,0.21984,0.0,0.0,0.0,,0.04315
10061,Central African Republic,CAF,2019,0.227168,0.0,0.227168,0.0,0.0,0.0,,0.043608
10062,Central African Republic,CAF,2020,0.214242,0.0,0.214242,0.0,0.0,0.0,,0.040097
10063,Central African Republic,CAF,2021,0.227296,0.0,0.227296,0.0,0.0,0.0,,0.041651
10330,Chad,TCD,2016,2.015423,0.0,1.418206,0.0,0.096873,0.500343,,0.138113
10331,Chad,TCD,2017,1.978027,0.0,1.403312,0.0,0.135623,0.439093,,0.131118
10332,Chad,TCD,2018,2.006755,0.0,1.454608,0.0,0.154997,0.39715,,0.128603
10333,Chad,TCD,2019,1.92228,0.0,1.439952,0.0,0.162747,0.319581,,0.119197
10334,Chad,TCD,2020,1.802198,0.0,1.358015,0.0,0.162747,0.281436,,0.108275
10335,Chad,TCD,2021,1.939918,0.0,1.440763,0.0,0.162747,0.336407,,0.112919
10602,Chile,CHL,2016,84.243174,27.007344,46.063808,9.951424,1.1203,0.100298,,4.658468
10603,Chile,CHL,2017,84.074592,27.738944,45.468272,9.943666,0.8659,0.05781,,4.577088
10604,Chile,CHL,2018,84.468694,27.048812,46.56778,9.981166,0.7822,0.088736,,4.516692
10605,Chile,CHL,2019,91.961935,31.016986,48.022282,12.051372,0.825329,0.045966,,4.830064
10606,Chile,CHL,2020,83.8338,26.051363,45.392067,11.537218,0.825329,0.027824,,4.343649
10607,Chile,CHL,2021,85.446923,26.184921,46.81935,11.605704,0.825329,0.011618,,4.383426
10874,China,CHN,2016,9764.979745,7071.403711,1357.837577,421.726239,743.044097,3.04058,167.927541,6.965584
10875,China,CHN,2017,10011.107108,7163.317856,1430.586816,486.35936,758.185168,2.924697,169.733211,7.098687
10876,China,CHN,2018,10353.876989,7316.399776,1500.473952,575.368912,786.74461,3.350856,171.538883,7.306542
10877,China,CHN,2019,10740.996069,7543.157408,1559.72816,630.17136,826.876048,3.806248,177.256846,7.554165
10878,China,CHN,2020,10956.213369,7605.716883,1627.725238,687.880944,858.232613,5.118808,171.538883,7.68895
10879,China,CHN,2021,11472.369171,7955.985419,1713.33998,773.866062,852.961348,4.677478,171.538883,8.045741
11146,Christmas Island,CXR,2016,0.0,,,,,,,0.0
11147,Christmas Island,CXR,2017,0.0,,,,,,,0.0
11148,Christmas Island,CXR,2018,0.0,,,,,,,0.0
11149,Christmas Island,CXR,2019,0.0,,,,,,,0.0
11150,Christmas Island,CXR,2020,0.0,,,,,,,0.0
11151,Christmas Island,CXR,2021,0.0,,,,,,,0.0
11418,Colombia,COL,2016,98.730954,19.422276,50.939049,21.943696,5.316583,1.10935,,2.073049
11419,Colombia,COL,2017,79.687616,14.685855,36.267613,22.467648,5.23295,1.033549,,1.648084
11420,Colombia,COL,2018,82.426799,13.714352,38.919008,23.446956,5.301467,1.045017,,1.672725
11421,Colombia,COL,2019,96.438172,18.425648,47.765993,23.706357,5.536724,1.00345,,1.921561
11422,Colombia,COL,2020,85.525635,15.474417,40.10649,24.170331,5.041366,0.733031,,1.679256
11423,Colombia,COL,2021,91.70338,12.015417,49.944936,23.256673,5.870597,0.615756,,1.780076
11690,Comoros,COM,2016,0.216176,0.0,0.216176,0.0,0.0,0.0,,0.28969
11691,Comoros,COM,2017,0.267472,0.0,0.267472,0.0,0.0,0.0,,0.351168
11692,Comoros,COM,2018,0.29312,0.0,0.29312,0.0,0.0,0.0,,0.37758
11693,Comoros,COM,2019,0.31144,0.0,0.31144,0.0,0.0,0.0,,0.393736
11694,Comoros,COM,2020,0.282485,0.0,0.282485,0.0,0.0,0.0,,0.350406
11695,Comoros,COM,2021,0.298171,0.0,0.298171,0.0,0.0,0.0,,0.362904
11962,Congo,COG,2016,5.809876,0.0,2.209392,1.124848,0.368118,2.107518,,1.120122
11963,Congo,COG,2017,5.70225,0.0,1.974896,1.183472,0.406868,2.137015,,1.073397
11964,Congo,COG,2018,6.59623,0.0,2.005842,1.343328,0.271245,2.975814,,1.212306
11965,Congo,COG,2019,7.341473,0.0,2.024422,1.885312,0.28287,3.148868,,1.317865
11966,Congo,COG,2020,7.529862,0.0,1.910896,1.972983,0.28287,3.363113,,1.320525
11967,Congo,COG,2021,7.464369,0.0,2.027334,2.292486,0.28287,2.86168,,1.279064
12234,Cook Islands,COK,2016,0.07328,0.0,0.07328,0.0,0.0,0.0,,4.17645
12235,Cook Islands,COK,2017,0.080608,0.0,0.080608,0.0,0.0,0.0,,4.633975
12236,Cook Islands,COK,2018,0.080608,0.0,0.080608,0.0,0.0,0.0,,4.672115
12237,Cook Islands,COK,2019,0.084272,0.0,0.084272,0.0,0.0,0.0,,4.925307
12238,Cook Islands,COK,2020,0.088942,0.0,0.088942,0.0,0.0,0.0,,5.222977
12239,Cook Islands,COK,2021,0.091403,0.0,0.091403,0.0,0.0,0.0,,5.375721
12506,Costa Rica,CRI,2016,8.003253,0.003664,7.379296,0.0,0.620293,0.0,,1.618387
12507,Costa Rica,CRI,2017,8.198038,0.01832,7.481888,0.0,0.69783,0.0,,1.641629
12508,Costa Rica,CRI,2018,8.229478,0.0,7.49288,0.0,0.736598,0.0,,1.632595
12509,Costa Rica,CRI,2019,8.053606,0.0,7.317008,0.0,0.736598,0.0,,1.583943
12510,Costa Rica,CRI,2020,7.081741,0.0,6.345142,0.0,0.736598,0.0,,1.382314
12511,Costa Rica,CRI,2021,7.819507,0.0,7.082909,0.0,0.736598,0.0,,1.517185
12778,Côte d'Ivoire,CIV,2016,11.982756,0.0,7.025837,4.775517,0.0,0.181401,,0.494877
12779,Côte d'Ivoire,CIV,2017,12.001913,0.0,7.54784,4.312528,0.0,0.141545,,0.483013
