date,location_key,search_trends_cough,search_trends_fever
2022-06-18,TF,,
2022-06-15,TF,,
2021-12-25,TG,,
2021-01-14,TG,,
2022-03-17,TG,,
2022-03-26,TG,,
2021-02-28,TG,,
2021-06-11,TG,,
2020-09-19,TG,,
2022-08-14,TG,,
2021-09-04,TG,,
2022-01-21,TG,,
2022-07-02,TH,,
2022-02-06,TH,,
2021-12-30,TH,,
2022-07-27,TJ,,
2022-07-29,TJ,,
2020-07-21,TJ,,
2022-06-16,TJ,,
2022-03-31,TJ,,
2022-09-15,TJ,,
2021-01-14,TJ,,
2022-04-01,TJ,,
2021-04-03,TJ,,
2022-02-15,TK,,
2021-03-19,TK,,
2020-11-09,TK,,
2021-12-23,TK,,
2022-08-16,TK,,
2022-05-26,TK,,
2020-12-02,TK,,
2021-08-25,TL,,
2020-10-08,TL,,
2021-11-16,TL,,
2020-11-13,TL,,
2021-05-13,TL,,
2022-07-13,TL,,
2021-11-18,TM,,
2021-01-24,TM,,
2021-03-15,TM,,
2021-07-15,TM,,
2021-07-03,TM,,
2020-10-16,TM,,
2021-03-24,TM,,
2020-10-25,TM,,
2021-01-30,TM,,
2022-06-20,TM,,
2021-08-15,TM,,
2020-07-21,TN,,
2022-08-06,TN,,
2021-02-02,TN,,
2022-09-06,TN,,
2022-02-19,TN,,
2021-07-09,TN,,
2021-11-30,TN,,
2021-06-08,TO,,
2021-02-14,TO,,
2022-09-05,TO,,
2021-02-17,TO,,
2020-10-19,TO,,
2021-10-14,TO,,
2021-04-15,TO,,
2022-08-10,TO,,
2021-12-09,TO,,
2020-12-11,TO,,
2022-05-15,TO,,
2020-12-09,TO,,
2022-02-12,TO,,
2021-09-28,TR,,
2021-06-17,TR,,
2022-08-08,TR,,
2021-02-04,TR,,
2021-05-14,TR,,
2021-12-31,TR,,
2021-03-07,TR,,
2021-08-03,TR,,
2021-03-21,TR,,
2022-05-22,TT,,
2022-07-18,TT,,
2021-02-26,TT,,
2020-10-09,TT,,
2022-06-20,TT,,
2022-07-26,TT,,
2022-05-07,TT,,
2021-03-27,TV,,
2022-03-16,TV,,
2022-08-21,TV,,
2020-07-05,TV,,
2021-12-19,TV,,
2021-03-30,TV,,
2022-06-08,TV,,
2021-04-30,TV,,
2022-07-27,TV,,
2022-09-13,TZ,,
2021-05-19,TZ,,
2020-11-03,TZ,,
2021-10-15,TZ,,
2021-02-25,TZ,,
2022-02-27,TZ,,
2021-09-08,TZ,,
2021-06-14,UA,,
2022-03-16,UA,,
2020-08-22,UA,,
2022-09-02,UA,,
2020-12-31,UA,,
2022-01-30,UA,,
2021-07-12,UA,,
2020-11-01,UA,,
2020-10-20,UA,,
2022-04-21,UA,,
2021-03-23,UG,,
2022-03-29,UG,,
2020-11-18,UG,,
2021-06-23,UG,,
2020-10-31,UG,,
2022-04-18,UG,,
2022-02-15,UG,,
2022-03-28,UG,,
2021-07-15,UG,,
2020-07-11,UG,,
2022-05-24,UG,,
2020-08-25,UG,,
2020-07-16,UM,,
2021-09-22,UM,,
2022-02-28,UM,,
2021-06-29,UM,,
2022-03-23,UM,,
2022-03-28,UM,,
2021-03-11,UM,,
2022-08-29,UM,,
2022-04-07,UM,,
2021-10-22,UM,,
2021-05-03,UM,,
2021-04-24,UM,,
2022-09-15,US,,
2022-09-08,US,5.09,3.61
2021-05-03,UY,,
2022-02-15,UY,,
2022-09-15,UY,,
2022-07-13,UY,,
2021-07-18,UY,,
2021-10-27,UY,,
2022-03-05,UY,,
2021-09-16,UY,,
2022-04-20,UY,,
2022-09-08,UY,,
2022-02-17,UY,,
2021-09-26,UZ,,
2021-11-18,UZ,,
2022-02-04,UZ,,
2021-11-03,UZ,,
2021-05-26,UZ,,
2022-01-04,UZ,,
2022-03-21,UZ,,
2022-05-22,UZ,,
2022-05-10,UZ,,
2022-04-18,UZ,,
2020-10-12,UZ,,
2020-07-12,UZ,,
2021-12-01,UZ,,
2020-10-07,VA,,
2021-10-14,VA,,
2021-01-22,VA,,
2020-10-18,VA,,
2022-05-22,VA,,
2022-04-26,VA,,
2021-12-30,VA,,
2021-07-29,VA,,
2020-07-16,VA,,
2021-08-22,VC,,
2022-07-27,VC,,
2021-12-25,VC,,
2020-09-09,VC,,
2022-01-29,VC,,
2022-06-08,VC,,
2022-08-06,VC,,
2020-08-17,VC,,
2020-09-15,VC,,
2021-03-30,VE,,
2021-09-18,VE,,
2022-03-01,VE,,
2021-09-04,VE,,
2020-09-08,VE,,
2022-04-23,VE,,
2020-12-28,VG,,
2021-02-16,VG,,
2021-12-06,VG,,
2020-11-10,VG,,
2021-01-18,VG,,
2021-08-02,VG,,
2021-08-09,VI,,
2021-08-29,VI,,
2021-08-06,VI,,
2020-09-22,VI,,
2021-07-31,VI,,
2021-03-27,VI,,
2022-08-19,VI,,
2020-10-26,VI,,
2021-12-11,VI,,
2021-12-19,VI,,
2022-06-03,VN,,
2021-08-25,VN,,
2022-08-31,VN,,
2020-08-05,VN,,
2022-02-21,VN,,
2022-07-06,VN,,
2020-07-06,VN,,
2022-07-05,VN,,
2021-02-05,VN,,
2022-04-09,VU,,
2021-01-19,VU,,
2021-09-25,VU,,
2020-08-12,VU,,
2021-02-10,VU,,
2022-04-04,VU,,
2021-01-04,VU,,
2022-08-29,VU,,
2022-05-01,VU,,
2021-04-23,VU,,
2020-07-07,VU,,
2022-09-04,WF,,
2021-12-07,WF,,
2021-04-02,WF,,
2021-10-13,WF,,
2022-06-30,WF,,
2021-07-30,WF,,
2021-03-19,WF,,
2021-08-10,WS,,
2022-04-01,WS,,
2022-09-17,WS,,
2021-10-18,WS,,
2020-12-09,WS,,
2021-02-03,WS,,
2020-11-15,WS,,
2021-04-30,XK,,
2022-01-25,XK,,
2020-07-14,XK,,
2021-02-02,XK,,
2022-06-07,XK,,
2021-04-26,XK,,
2021-12-26,XK,,
2020-09-24,XK,,
2020-09-27,XK,,
2022-01-01,XK,,
2020-07-15,XK,,
2020-08-08,XK,,
2021-01-24,XK,,
2021-05-25,YE,,
2020-07-06,YE,,
2022-04-18,YE,,
2022-01-11,YE,,
2021-02-15,YE,,
2020-12-03,YE,,
2021-10-07,YE,,
2022-08-04,YE,,
2021-04-06,YE,,
2022-01-26,YE,,
2022-02-21,YT,,
2021-06-20,YT,,
2021-04-17,YT,,
2022-04-22,YT,,
2021-10-18,YT,,
2022-04-21,YT,,
2021-08-07,YT,,
2020-11-06,YT,,
2021-09-15,YT,,
2022-06-01,YT,,
2021-08-08,YT,,
2021-07-08,ZA,,
2022-08-09,ZA,,
2022-03-30,ZA,,
2021-09-19,ZA,,
2020-07-16,ZA,,
2022-04-09,ZA,,
2022-06-09,ZA,,
2022-05-12,ZA,,
2020-11-30,ZA,,
2021-12-31,ZA,,
2022-05-17,ZA,,
2021-10-10,ZA,,
2021-10-10,ZM,,
2021-10-21,ZM,,
2021-03-24,ZM,,
2021-05-10,ZM,,
2022-03-09,ZM,,
2022-04-21,ZM,,
2022-03-04,ZM,,
2022-01-03,ZM,,
2021-08-05,ZM,,
2022-05-24,ZM,,
2022-08-21,ZM,,
2021-03-13,ZM,,
2021-06-30,ZW,,
2021-10-19,ZW,,
2021-06-04,ZW,,
2021-09-12,ZW,,
2022-02-01,ZW,,
2021-05-02,ZW,,
2020-12-03,ZW,,
2022-03-21,ZW,,
2020-12-29,ZW,,
2021-10-21,ZW,,
2022-01-10,ZW,,
2022-04-23,ZW,,
2021-05-19,DE,,
2021-06-16,DE,,
2020-07-16,DE,,
2021-07-15,DE,,
2021-06-03,DE,,
2021-06-25,AR,,
2020-08-19,AR,,
2021-01-06,AR,,
2021-01-19,AR,,
2020-11-07,AR,,
2021-03-19,AR,,
2021-07-12,AR,,
2022-03-28,AR,,
2020-07-17,BR,,
2020-12-19,BR,,
2020-09-22,BR,,
2022-07-06,BR,,
2020-12-14,BR,,
2021-05-09,BR,,
2020-08-09,BR,,
2022-01-07,BR,,
2021-05-03,CO,,
2021-04-26,CO,,
2021-04-16,CO,,
2022-01-20,CO,,
2020-11-07,CO,,
2021-06-25,CZ,,
2020-10-03,CZ,,
2021-04-24,CZ,,
2020-07-06,CZ,,
2020-08-23,CZ,,
2021-02-15,CZ,,
2021-05-10,CZ,,
2022-06-21,CZ,,
2022-05-03,CZ,,
2022-08-19,CZ,,
2021-11-25,EE,,
2021-02-27,EE,,
2020-09-14,EE,,
2020-12-21,EE,,
2021-06-15,EE,,
2020-07-28,EE,,
2022-09-08,EE,,
2021-01-10,EE,,
2021-08-21,EE,,
2021-01-23,EE,,
2021-06-18,EE,,
2021-07-03,ES,,
2021-02-25,ES,,
2021-03-20,ES,,
2021-04-27,ES,,
2021-05-26,ES,,
2022-06-11,FI,,
2021-02-23,FI,,
2020-12-15,FR,,
2022-02-13,FR,,
2021-08-05,FR,,
2021-05-27,FR,,
2022-02-08,FR,,
2022-03-12,FR,,
2020-10-28,FR,,
2020-11-22,FR,,
2022-03-08,FR,,
2020-08-06,FR,,
2021-12-22,FR,,
2020-09-07,FR,,
2020-08-26,HK,,
2021-10-02,HK,,
2020-12-15,HK,,
2021-02-07,HK,,
2021-04-13,HK,,
2021-08-05,HK,,
2022-01-26,HK,,
2021-09-09,IN,,
2020-10-22,IN,,
2021-10-13,IN,,
2021-04-07,IN,,
2021-05-10,IN,,
2021-10-10,IN,,
2021-04-17,IN,,
2021-04-09,IN,,
2020-11-09,IN,,
2021-02-10,IN,,
2020-10-31,IN,,
2020-08-24,IN,,
2022-02-27,MX,,
2022-07-28,MX,,
2022-08-07,MX,,
2022-09-13,MX,,
2021-02-22,MY,,
2022-05-06,MY,,
2022-02-17,MY,,
2020-10-15,MY,,
2020-10-21,NZ,7.94,5.38
2020-12-21,NZ,9.26,5.2
2022-02-26,NZ,9.52,10.35
2022-01-15,NZ,5.3,4.6
2020-07-08,NZ,9.23,5.29
2022-02-25,NZ,9.11,10.19
2020-09-14,NZ,7.49,5.05
2021-02-14,NZ,8.18,5.63
2021-01-10,PE,,
2021-01-23,PE,,
2020-10-31,PE,,
2021-10-27,PE,,
2020-11-17,PE,,
2020-07-26,PE,,
2020-10-19,PH,,
2021-07-05,PH,,
2020-12-13,PH,,
2021-05-03,PH,,
2021-07-19,PH,,
2021-11-04,RO,,
2021-08-16,RO,,
2021-07-08,RO,,
2021-01-10,RO,,
2021-07-06,RO,,
2022-05-03,RO,,
2022-02-20,RO,,
2022-04-14,RO,,
2021-11-15,RO,,
2020-11-24,RO,,
2021-04-16,RO,,
2021-06-25,TH,,
2021-01-07,TH,,
2021-06-01,TH,,
2021-02-06,TH,,
2021-01-25,TH,,
2020-09-10,TH,,
2021-06-08,TH,,
2020-12-12,TW,,
2020-10-09,TW,,
2020-07-24,TW,,
2021-12-31,TW,,
2020-10-01,TW,,
2020-07-27,TW,,
2021-11-26,TW,,
2021-06-01,TW,,
2020-10-12,TW,,
2022-02-26,TW,,
2022-01-24,TW,,
2022-08-13,TW,,
2021-07-18,TW,,
2021-08-30,US,5.6,4.37
2020-10-21,US,3.94,3.75
2021-11-02,US,6.31,3.87
2022-07-06,US,5.01,4.17
2021-03-25,US,3.6,3.37
2020-07-06,US,3.64,4.85
2022-03-29,US,5.49,3.53
2021-04-19,AD,,
2020-08-08,AD,,
2022-03-23,AD,,
2020-10-30,AD,,
2022-05-19,AD,,
2022-08-02,AD,,
2021-07-11,AD,,
2020-09-01,AD,,
2020-11-02,AD,,
2022-09-07,AD,,
2022-05-23,AD,,
2022-03-16,AD,,
2021-01-22,AD,,
2022-08-21,AE,,
2022-04-01,AE,,
2020-12-12,AE,,
2021-09-16,AE,,
2021-04-01,AE,,
2021-02-22,AE,,
2022-09-09,AE,,
2021-11-03,AE,,
2020-09-29,AE,,
2022-06-28,AE,,
2021-06-12,AE,,
2021-06-26,AE,,
2022-03-01,AE,,
2020-08-14,AF,,
2021-01-06,AF,,
2021-06-02,AF,,
2021-05-13,AF,,
2021-05-17,AF,,
2020-07-11,AF,,
2022-01-27,AF,,
2021-02-15,AF,,
2022-02-28,AF,,
2021-11-06,AF,,
2021-09-20,AF,,
2020-09-06,AG,,
2021-07-14,AG,,
2022-07-04,AG,,
2022-05-22,AG,,
2021-08-14,AG,,
2021-03-01,AG,,
2021-02-05,AG,,
2021-01-21,AG,,
2020-10-13,AG,,
2021-09-05,AG,,
2021-03-08,AG,,
2021-12-13,AI,,
2021-10-07,AI,,
2021-09-06,AI,,
2022-02-21,AI,,
2022-07-08,AI,,
2022-01-06,AI,,
2022-03-12,AI,,
2022-05-30,AI,,
2021-06-28,AI,,
2020-08-23,AI,,
2021-06-16,AI,,
2022-07-02,AI,,
2021-09-09,AL,,
2020-09-10,AL,,
2021-11-30,AL,,
2020-07-19,AL,,
2021-05-15,AM,,
2021-09-10,AM,,
2022-07-27,AM,,
2022-04-22,AM,,
2021-08-15,AM,,
2020-12-23,AM,,
2021-06-02,AM,,
2020-12-30,AM,,
2021-06-26,AM,,
2021-11-10,AM,,
2021-11-30,AM,,
2021-09-30,AM,,
2021-06-03,AM,,
2021-07-19,AN,,
2021-04-07,AN,,
2022-01-11,AN,,
2021-10-07,AN,,
2021-03-05,AN,,
2022-09-15,AO,,
2021-04-17,AO,,
2020-09-13,AO,,
2021-03-24,AO,,
2022-06-23,AO,,
2021-12-15,AO,,
2021-07-26,AO,,
2020-11-09,AO,,
2020-12-20,AO,,
2021-03-01,AO,,
2022-08-27,AQ,,
2021-12-02,AQ,,
2020-07-26,AQ,,
2022-06-22,AQ,,
2022-07-26,AQ,,
2021-10-02,AQ,,
2021-12-05,AQ,,
2021-12-20,AQ,,
2021-08-16,AQ,,
2021-12-22,AQ,,
2022-07-14,AR,,
2021-08-21,AS,,
2021-08-06,AS,,
2020-12-05,AS,,
2020-12-13,AS,,
2022-07-14,AS,,
2021-04-26,AS,,
2022-04-05,AS,,
2021-02-19,AS,,
2020-10-05,AT,,
2022-06-16,AT,,
2021-12-14,AT,,
2022-03-23,AT,,
2021-06-12,AT,,
2022-04-01,AT,,
2022-02-05,AT,,
2022-04-29,AT,,
2020-12-12,AU,5.01,3.84
2021-01-29,AU,4.72,3.97
2021-08-18,AU,7.07,5.07
2021-05-20,AU,9.02,5.08
2021-06-16,AU,9.3,5.04
2021-06-29,AU,9.35,5.13
2021-05-10,AU,8.61,6.35
2020-07-20,AU,5.99,5.44
2020-11-12,AU,5.44,4.49
2021-02-10,AU,5.93,4.8
2021-05-28,AU,9.37,5.01
2020-09-13,AW,,
2020-11-27,AW,,
2020-10-16,AW,,
2021-11-17,AW,,
2021-03-21,AW,,
2022-02-20,AW,,
2022-01-27,AW,,
2021-10-26,AW,,
2022-07-22,AW,,
2022-02-19,AZ,,
2021-05-15,AZ,,
2021-07-24,AZ,,
2022-05-13,AZ,,
2020-12-19,AZ,,
2021-01-19,AZ,,
2021-09-18,AZ,,
2020-10-26,AZ,,
2021-11-09,AZ,,
2020-12-09,BA,,
2022-07-24,BA,,
2022-09-06,BA,,
2022-08-22,BA,,
2020-08-18,BA,,
2022-04-18,BA,,
2020-09-28,BB,,
2021-03-10,BB,,
2021-11-07,BB,,
2022-08-24,BB,,
2021-01-15,BB,,
2021-01-10,BB,,
2022-07-31,BB,,
2020-10-29,BB,,
2022-08-21,BB,,
2021-08-22,BB,,
2020-09-13,BB,,
2021-05-08,BB,,
2021-01-25,BB,,
2021-12-25,BB,,
2021-11-05,BB,,
2021-06-20,BB,,
2021-03-07,BB,,
2022-03-10,BB,,
2021-07-03,BB,,
2021-12-16,BD,,
2021-07-07,BD,,
2020-09-27,BD,,
2020-10-12,BD,,
2022-05-17,BD,,
2021-09-17,BD,,
2022-02-08,BD,,
2021-04-17,BD,,
2021-02-24,BD,,
2022-01-22,BD,,
2020-09-21,BE,,
2022-09-05,BE,,
2022-03-28,BE,,
2021-03-06,BE,,
2021-03-08,BE,,
2021-09-18,BE,,
2020-07-20,BE,,
2021-02-03,BE,,
2021-08-26,BE,,
2020-11-22,BE,,
2021-02-12,BF,,
2021-05-17,BF,,
2021-06-07,BF,,
2020-09-20,BF,,
2022-08-28,BF,,
2022-04-10,BF,,
2022-05-09,BF,,
2020-08-25,BF,,
2021-11-13,BF,,
2021-04-12,BG,,
2022-09-10,BG,,
2022-09-15,BG,,
2022-08-10,BG,,
2022-09-14,BG,,
2021-10-11,BG,,
2021-12-04,BG,,
2022-06-30,BG,,
2021-02-05,BG,,
2022-06-10,BG,,
2021-05-08,BH,,
2022-03-02,BH,,
2021-01-26,BH,,
2020-12-29,BH,,
2021-11-08,BH,,
2021-04-13,BH,,
2022-04-26,BH,,
2021-05-16,BH,,
2021-05-20,BI,,
2022-04-13,BI,,
2021-02-12,BI,,
2022-02-02,BI,,
2021-02-02,BI,,
2022-07-12,BI,,
2020-11-15,BI,,
2022-02-26,BI,,
2021-06-12,BI,,
2020-12-01,BI,,
2022-09-13,BJ,,
2021-03-08,BJ,,
2021-01-01,BJ,,
2020-09-13,BJ,,
2022-09-11,BJ,,
2021-04-29,BM,,
2022-03-08,BM,,
2022-07-09,BM,,
2022-09-09,BM,,
2020-12-23,BM,,
2021-02-25,BM,,
2022-08-26,BM,,
2021-07-24,BM,,
2020-07-30,BM,,
2021-10-20,BM,,
2021-12-06,BM,,
2020-11-07,BN,,
2021-04-22,BN,,
2020-11-11,BN,,
2020-09-27,BN,,
2021-11-24,BN,,
2021-08-09,BN,,
2020-09-09,BO,,
2021-04-22,BO,,
2021-07-26,BO,,
2020-09-30,BO,,
2022-04-21,BO,,
2022-02-27,BO,,
2020-08-23,BO,,
2020-12-26,BO,,
2022-07-18,BQ,,
2021-10-31,BQ,,
2021-05-07,BQ,,
2021-12-24,BQ,,
2022-07-07,BQ,,
2022-03-09,BS,,
2020-10-10,BS,,
2021-01-13,BS,,
2022-01-14,BS,,
2022-05-24,BS,,
2022-07-30,BS,,
2022-09-01,BS,,
2021-06-27,BS,,
2021-11-20,BS,,
2021-07-04,BS,,
2022-03-25,BS,,
2021-06-25,BS,,
2021-12-02,BT,,
2022-05-27,BT,,
2021-05-28,BT,,
2020-10-21,BT,,
2020-10-24,BT,,
2022-07-26,BT,,
2022-02-25,BT,,
2021-11-14,BT,,
2021-04-14,BT,,
2021-06-24,BT,,
2020-08-10,BT,,
2022-04-15,BV,,
2020-12-22,BV,,
2020-07-03,BV,,
2021-08-14,BV,,
2021-01-15,BV,,
2022-04-26,BV,,
2021-07-31,BV,,
2021-12-02,BV,,
2020-10-22,BV,,
2021-06-29,BV,,
2021-07-07,BV,,
2022-04-04,BW,,
2022-08-21,BW,,
2021-12-31,BW,,
2021-09-28,BW,,
2021-05-30,BW,,
2021-05-20,BW,,
2022-04-10,BW,,
2021-03-24,BW,,
2021-12-29,BY,,
2021-02-28,BY,,
2021-10-03,BY,,
2020-09-02,BY,,
2021-11-23,BY,,
2022-05-03,BY,,
2021-07-17,BZ,,
2020-12-30,BZ,,
2020-07-11,BZ,,
2022-07-26,BZ,,
2021-03-22,BZ,,
2021-09-23,BZ,,
2020-10-21,BZ,,
2022-04-26,BZ,,
2021-02-10,BZ,,
2021-01-20,CA,,
2021-10-21,CA,,
2020-08-30,CA,,
2021-08-01,CA,,
2022-01-13,CA,,
2020-08-10,CA,,
2021-02-15,CA,,
2021-05-11,CA,,
2022-01-26,CA,,
2022-04-30,CA,,
2021-09-23,CC,,
2022-01-07,CC,,
2020-11-27,CC,,
2021-04-20,CC,,
2022-07-30,CC,,
2021-10-19,CC,,
2020-11-04,CC,,
2021-10-20,CC,,
2022-06-02,CC,,
2021-05-15,CC,,
2021-06-26,CC,,
2021-12-03,CD,,
2022-08-24,CD,,
2022-02-08,CD,,
2021-07-06,CD,,
2021-12-24,CD,,
2022-03-30,CD,,
2021-02-04,CD,,
2021-11-03,CD,,
2021-08-29,CD,,
2020-10-20,CF,,
2020-11-19,CF,,
2021-08-10,CF,,
2021-07-11,CF,,
2021-08-28,CF,,
2022-01-26,CF,,
2020-08-08,CF,,
2020-08-23,CF,,
2022-04-01,CF,,
2022-03-20,CF,,
2022-06-13,CF,,
2021-07-15,CF,,
2022-05-17,CF,,
2020-09-28,CF,,
2021-10-12,CF,,
2022-05-12,CG,,
2021-09-29,CG,,
2020-10-07,CG,,
2022-07-23,CG,,
2020-07-20,CG,,
2021-11-28,CG,,
2021-12-08,CG,,
2022-04-26,CG,,
2021-03-31,CG,,
2022-06-06,CG,,
2021-06-15,CG,,
2022-05-08,CH,,
2020-07-06,CH,,
2021-04-23,CH,,
2022-02-27,CH,,
2021-02-28,CH,,
2021-04-11,CH,,
2022-02-26,CH,,
2022-03-24,CH,,
2020-07-21,CI,,
2021-03-26,CI,,
2022-01-12,CI,,
2021-05-03,CI,,
2022-09-12,CI,,
2022-08-09,CI,,
2021-05-11,CI,,
2022-07-19,CI,,
2021-12-16,CI,,
2022-08-02,CI,,
2022-06-28,CK,,
2021-04-11,CK,,
2020-10-27,CK,,
2022-03-26,CK,,
2022-03-05,CK,,
2021-10-17,CK,,
2021-10-26,CK,,
2021-06-23,CK,,
2021-10-03,CK,,
2022-04-22,CK,,
2022-06-22,CL,,
2021-07-26,CL,,
2020-12-31,CL,,
2020-07-13,CL,,
2020-10-07,CL,,
2021-10-31,CL,,
2021-06-05,CL,,
2022-04-25,CL,,
2021-04-24,CL,,
2020-10-05,CL,,
2020-12-20,CL,,
2021-10-15,CL,,
2021-10-09,CM,,
2022-04-19,CM,,
2021-05-02,CM,,
2021-10-06,CM,,
2020-12-08,CM,,
2021-06-06,CM,,
2021-09-02,CM,,
2021-03-03,CM,,
2021-11-26,CM,,
2021-01-08,CM,,
2021-07-30,CM,,
2020-07-01,CM,,
2021-12-05,CM,,
2022-01-17,CN,,
2020-11-22,CN,,
2022-08-26,CN,,
2022-08-11,CN,,
2022-04-07,CN,,
2020-07-11,CN,,
2021-06-08,CN,,
2021-09-14,CN,,
2022-06-26,CN,,
2021-01-26,CN,,
2020-08-04,CN,,
2020-08-01,CN,,
2022-02-24,CO,,
2022-02-14,CO,,
2021-01-01,CR,,
2020-08-02,CR,,
2021-07-29,CR,,
2021-02-28,CR,,
2022-03-21,CR,,
2020-11-02,CR,,
2021-04-03,CR,,
2020-07-23,CR,,
2021-04-08,CR,,
2020-07-20,CR,,
2022-04-24,CR,,
2021-11-05,CR,,
2020-10-06,CR,,
2021-07-15,CR,,
2022-07-05,CR,,
2021-01-28,CU,,
2022-07-22,CU,,
2022-06-12,CU,,
2020-12-10,CU,,
2021-09-22,CU,,
2021-01-12,CU,,
2022-09-08,CU,,
2020-12-31,CU,,
2021-01-24,CU,,
2021-01-20,CU,,
2022-07-30,CV,,
2022-05-24,CV,,
2020-11-29,CV,,
2020-08-14,CV,,
2021-02-25,CV,,
2021-01-29,CV,,
2021-05-18,CV,,
2021-12-21,CV,,
2022-04-09,CW,,
2020-12-16,CW,,
2021-07-07,CW,,
2022-01-10,CW,,
2020-07-15,CW,,
2022-05-08,CW,,
2020-10-21,CW,,
2021-02-03,CW,,
2021-04-16,CX,,
2020-11-21,CX,,
2020-08-30,CX,,
2020-11-10,CX,,
2022-05-27,CX,,
2022-01-21,CX,,
2020-08-05,CX,,
2020-10-15,CX,,
2020-08-09,CX,,
2022-08-24,CX,,
2020-07-12,CX,,
2021-11-25,CX,,
2022-05-11,CX,,
2020-09-22,CX,,
2021-09-05,CY,,
2020-07-08,CY,,
2020-08-28,CY,,
2022-06-07,CY,,
2022-04-02,CY,,
2021-02-25,CY,,
2022-06-19,DE,,
2020-09-07,DJ,,
2021-03-11,DJ,,
2022-08-20,DJ,,
2021-06-19,DJ,,
2021-11-28,DJ,,
2021-08-19,DJ,,
2020-08-17,DJ,,
2020-10-08,DK,,
2021-10-16,DK,,
2022-01-11,DK,,
2022-04-29,DK,,
2022-06-12,DK,,
2022-01-25,DK,,
2022-03-20,DK,,
2021-11-16,DK,,
2021-07-04,DK,,
2021-11-10,DK,,
2021-11-04,DK,,
2022-04-08,DK,,
2020-11-16,DK,,
2021-05-02,DM,,
2022-05-16,DM,,
2021-10-22,DM,,
2022-03-07,DM,,
2020-08-09,DM,,
2021-01-18,DM,,
2022-07-19,DM,,
2021-03-05,DM,,
2022-06-04,DM,,
2022-03-21,DM,,
2021-03-07,DO,,
2022-05-28,DO,,
2020-11-03,DO,,
2021-06-09,DO,,
2021-06-26,DO,,
2021-12-21,DO,,
2020-12-01,DO,,
2020-09-21,DO,,
2021-07-09,DO,,
2020-12-02,DO,,
2020-08-04,DZ,,
2021-11-01,DZ,,
2020-10-03,DZ,,
2021-09-22,DZ,,
2021-05-13,DZ,,
2020-11-12,DZ,,
2022-09-13,DZ,,
2021-05-28,DZ,,
2021-04-28,DZ,,
2020-08-23,EC,,
2022-01-02,EC,,
2022-07-26,EC,,
2021-07-11,EC,,
2022-04-09,EC,,
2022-02-17,EC,,
2022-06-24,EC,,
2020-09-30,EC,,
2021-07-26,EC,,
2022-08-03,EC,,
2021-08-25,EC,,
2021-07-04,EC,,
2020-10-24,EC,,
2020-12-28,EG,,
2021-11-15,EG,,
2021-03-27,EG,,
2022-05-06,EG,,
2020-07-24,EG,,
2021-04-06,EG,,
2021-09-14,EG,,
2020-07-17,EG,,
2022-08-02,EG,,
2020-08-22,EG,,
2021-11-20,EH,,
2021-05-12,EH,,
2022-04-23,EH,,
2022-05-05,EH,,
2020-08-16,EH,,
2020-08-31,EH,,
2021-04-05,EH,,
2022-06-07,EH,,
2021-10-14,ER,,
2021-02-08,ER,,
2020-08-27,ER,,
2021-04-19,ER,,
2020-10-29,ER,,
2021-11-11,ER,,
2020-10-02,ER,,
2022-08-02,ER,,
2020-08-21,ER,,
2022-04-28,ES,,
2022-06-04,ES,,
2021-02-14,ET,,
2021-09-13,ET,,
2020-08-10,ET,,
2021-07-09,ET,,
2020-11-14,ET,,
2021-10-05,ET,,
2021-11-16,ET,,
2021-06-27,ET,,
2021-10-17,ET,,
2022-01-28,FI,,
2021-12-09,FJ,,
2022-02-04,FJ,,
2020-09-14,FJ,,
2020-09-18,FJ,,
2020-09-09,FJ,,
2022-06-24,FJ,,
2020-08-09,FJ,,
2020-09-24,FJ,,
2021-05-17,FJ,,
2022-03-09,FJ,,
2021-02-27,FJ,,
2022-03-31,FJ,,
2021-11-30,FK,,
2022-07-11,FK,,
2021-10-28,FK,,
2021-04-13,FK,,
2020-07-21,FK,,
2021-07-10,FK,,
2021-07-18,FK,,
2020-11-04,FK,,
2020-10-13,FK,,
2022-04-14,FK,,
2021-11-27,FK,,
2020-12-25,FK,,
2021-10-18,FK,,
2021-03-13,FM,,
2021-08-26,FM,,
2020-09-25,FM,,
2021-02-18,FM,,
2021-12-05,FM,,
2021-10-05,FM,,
2021-05-25,FM,,
2021-09-17,FM,,
2021-10-01,FO,,
2020-07-13,FO,,
2021-01-10,FO,,
2022-06-15,FO,,
2021-10-30,FO,,
2021-07-06,FO,,
2021-12-03,FO,,
2022-06-09,FO,,
2022-02-11,FO,,
2022-06-20,FR,,
2022-06-17,FR,,
2021-08-15,GA,,
2022-01-23,GA,,
2020-11-16,GA,,
2021-05-19,GA,,
2022-07-31,GA,,
2020-07-26,GA,,
2020-12-12,GA,,
2022-04-08,GA,,
2022-01-17,GB,6.39,4.79
2021-08-13,GB,5.53,3.97
2022-06-21,GB,7.02,6.1
2021-07-14,GB,6.41,5.41
2021-02-10,GB,4.08,3.77
2022-06-09,GB,6.89,5.44
2020-07-13,GB,3.22,5.07
2021-10-14,GB,9.8,5.16
2022-05-09,GB,6.92,5.51
2021-09-01,GD,,
2020-07-06,GD,,
2021-04-21,GD,,
2020-10-06,GD,,
2022-05-09,GD,,
2021-02-18,GD,,
2021-12-27,GD,,
2022-07-07,GD,,
2021-08-23,GD,,
2021-11-18,GE,,
2020-07-13,GE,,
2022-05-24,GE,,
